NTA Code,2022 # ELA Tested - All Students,2022 # ELA Tested - Asian,2022 # ELA Tested - Black,2022 # ELA Tested - Hispanic,2022 # ELA Tested - White,2022 # ELA Tested - Multi-Racial,2022 # ELA Tested - Native American,2022 # ELA Tested - Missing Race/Ethnicity Data,2022 # ELA Proficient - All Students,2022 # ELA Proficient - Asian,2022 # ELA Proficient - Black,2022 # ELA Proficient - Hispanic,2022 # ELA Proficient - White,2022 # ELA Proficient - Multi-Racial,2022 # ELA Proficient - Native American,2022 # ELA Proficient - Missing Race/Ethnicity Data,2022 ELA % Proficient - All Students,2022 ELA % Proficient - Asian,2022 ELA % Proficient - Black,2022 ELA % Proficient - Hispanic,2022 ELA % Proficient - White,2022 ELA % Proficient - Multi-Racial,2022 ELA % Proficient - Native American,2022 ELA % Proficient - Missing Race/Ethnicity Data,2022 # Math Tested - All Students,2022 # Math Tested - Asian,2022 # Math Tested - Black,2022 # Math Tested - Hispanic,2022 # Math Tested - White,2022 # Math Tested - Multi-Racial,2022 # Math Tested - Native American,2022 # Math Tested - Missing Race/Ethnicity Data,2022 Math # Proficient - All Students,2022 Math # Proficient - Asian,2022 Math # Proficient - Black,2022 Math # Proficient - Hispanic,2022 Math # Proficient - White,2022 Math # Proficient - Multi-Racial,2022 Math # Proficient - Native American,2022 Math # Proficient - Missing Race/Ethnicity Data,2022 Math % Proficient - All Students,2022 Math % Proficient - Asian,2022 Math % Proficient - Black,2022 Math % Proficient - Hispanic,2022 Math % Proficient - White,2022 Math % Proficient - Multi-Racial,2022 Math % Proficient - Native American,2022 Math % Proficient - Missing Race/Ethnicity Data,2022 # Grad Cohort - All Students,2022 # Grad Cohort - Asian,2022 # Grad Cohort - Black,2022 # Grad Cohort - Hispanic,2022 # Grad Cohort - White,2022 # Grad Cohort - Multi-Racial,2022 # Grad Cohort - Native American,2022 # Grad Cohort - Missing Race/Ethnicity Data,2022 # Grads - All Students,2022 # Grads - Asian,2022 # Grads - Black,2022 # Grads - Hispanic,2022 # Grads - White,2022 # Grads - Multi-Racial,2022 # Grads - Native American,2022 # Grads - Missing Race/Ethnicity Data,2022 % Grads - All Students,2022 % Grads - Asian,2022 % Grads - Black,2022 % Grads - Hispanic,2022 % Grads - White,2022 % Grads - Multi-Racial,2022 % Grads - Native American,2022 % Grads - Missing Race/Ethnicity Data,2022 # Dropout - All Students,2022 # Dropout - Asian,2022 # Dropout - Black,2022 # Dropout - Hispanic,2022 # Dropout - White,2022 # Dropout - Multi-Racial,2022 # Dropout - Native American,2022 # Dropout - Missing Race/Ethnicity Data,2022 % Dropout - All Students,2022 % Dropout - Asian,2022 % Dropout - Black,2022 % Dropout - Hispanic,2022 % Dropout - White,2022 % Dropout - Multi-racial,2022 % Dropout - Native American,2022 % Dropout - Missing Race/Ethnicity Data
QN0303,3326,95,29,3165,29,2,4,2,1021,66,6,935,10,1,2,1,30.7,69.5,20.7,29.5,34.5,50.0,50.0,50.0,3454,82,28,3311,25,2,4,2,683,63,4,607,6,1,1,1,19.8,76.8,14.3,18.3,24.0,50.0,25.0,50.0,597,17,11,556,7,0,1,5,518,17,9,480,6,0,1,5,86.8,100.0,81.8,86.3,85.7,na,100.0,100.0,11,0,1,10,0,0,0,0,1.8,0.0,9.1,1.8,0.0,na,0.0,0.0
QN0401,5286,2369,47,2699,121,26,22,2,3007,1752,12,1145,67,15,14,2,56.9,74.0,25.5,42.4,55.4,57.7,63.6,100.0,5142,2197,45,2734,118,26,20,2,2243,1496,7,663,46,17,13,1,43.6,68.1,15.6,24.3,39.0,65.4,65.0,50.0,1127,540,7,535,31,2,7,5,1029,527,7,457,25,2,7,4,91.3,97.6,100.0,85.4,80.6,100.0,100.0,80.0,10,3,0,6,0,0,0,1,0.9,0.6,0.0,1.1,0.0,0.0,0.0,20.0
QN0402,4489,337,154,3876,96,13,13,0,1567,211,71,1235,38,5,7,0,34.9,62.6,46.1,31.9,39.6,38.5,53.8,na,4574,305,142,4008,93,13,13,0,1094,189,43,818,35,4,5,0,23.9,62.0,30.3,20.4,37.6,30.8,38.5,na,873,98,38,691,33,2,5,6,755,96,33,586,28,2,4,6,86.5,98.0,86.8,84.8,84.8,100.0,80.0,100.0,17,0,0,17,0,0,0,0,1.9,0.0,0.0,2.5,0.0,0.0,0.0,0.0
QN0501,1849,445,16,828,535,15,7,3,1020,319,6,341,336,12,4,2,55.2,71.7,37.5,41.2,62.8,80.0,57.1,66.7,1740,419,17,800,480,15,6,3,823,295,7,235,269,11,4,2,47.3,70.4,41.2,29.4,56.0,73.3,66.7,66.7,382,90,7,165,109,1,1,9,346,87,4,142,102,1,1,9,90.6,96.7,57.1,86.1,93.6,100.0,100.0,100.0,5,0,1,3,1,0,0,0,1.3,0.0,14.3,1.8,0.9,0.0,0.0,0.0
QN0502,2584,186,37,1746,565,21,29,0,1117,124,15,645,308,14,11,0,43.2,66.7,40.5,36.9,54.5,66.7,37.9,na,2440,167,31,1709,491,18,24,0,753,105,12,380,239,12,5,0,30.9,62.9,38.7,22.2,48.7,66.7,20.8,na,544,49,14,365,106,2,2,6,489,46,12,320,101,2,2,6,89.9,93.9,85.7,87.7,95.3,100.0,100.0,100.0,10,0,0,10,0,0,0,0,1.8,0.0,0.0,2.7,0.0,0.0,0.0,0.0
QN0503,1570,95,36,880,541,14,4,0,834,69,13,399,344,8,1,0,53.1,72.6,36.1,45.3,63.6,57.1,25.0,na,1484,87,36,861,484,12,4,0,595,65,9,249,263,9,0,0,40.1,74.7,25.0,28.9,54.3,75.0,0.0,na,305,12,6,170,104,4,2,7,277,11,6,152,95,4,2,7,90.8,91.7,100.0,89.4,91.3,100.0,100.0,100.0,7,0,0,5,2,0,0,0,2.3,0.0,0.0,2.9,1.9,0.0,0.0,0.0
QN0504,1388,258,16,404,687,16,7,0,961,194,7,217,524,12,7,0,69.2,75.2,43.8,53.7,76.3,75.0,100.0,na,1335,251,14,402,645,16,7,0,801,197,4,155,430,10,5,0,60.0,78.5,28.6,38.6,66.7,62.5,71.4,na,230,38,2,80,107,1,0,2,208,35,2,71,97,1,0,2,90.4,92.1,100.0,88.8,90.7,100.0,na,100.0,4,1,0,1,2,0,0,0,1.7,2.6,0.0,1.3,1.9,0.0,na,0.0
QN0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na
QN0574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,100.0,na,na,100.0,na,na,na,na,0,0,0,0,0,0,0,0,0.0,na,na,0.0,na,na,na,na
QN0601,1018,371,22,281,306,27,10,1,615,286,8,139,157,17,7,1,60.4,77.1,36.4,49.5,51.3,63.0,70.0,100.0,855,300,18,236,266,24,10,1,491,233,6,94,137,15,5,1,57.4,77.7,33.3,39.8,51.5,62.5,50.0,100.0,225,81,8,60,66,2,3,5,209,80,6,52,62,2,2,5,92.9,98.8,75.0,86.7,93.9,100.0,66.7,100.0,1,0,0,1,0,0,0,0,0.4,0.0,0.0,1.7,0.0,0.0,0.0,0.0
QN0602,3123,1070,68,537,1240,195,11,2,2270,853,37,318,879,174,7,2,72.7,79.7,54.4,59.2,70.9,89.2,63.6,100.0,2716,940,54,476,1069,166,9,2,1917,778,26,236,728,145,2,2,70.6,82.8,48.1,49.6,68.1,87.3,22.2,100.0,551,164,25,113,218,22,3,6,518,161,22,98,206,22,3,6,94.0,98.2,88.0,86.7,94.5,100.0,100.0,100.0,7,1,1,2,3,0,0,0,1.3,0.6,4.0,1.8,1.4,0.0,0.0,0.0
QN0701,1845,610,17,1012,189,10,4,3,997,435,8,425,115,9,3,2,54.0,71.3,47.1,42.0,60.8,90.0,75.0,66.7,1677,548,13,927,172,10,4,3,775,429,2,251,81,9,2,1,46.2,78.3,15.4,27.1,47.1,90.0,50.0,33.3,288,107,11,142,23,0,4,1,256,103,10,119,20,0,3,1,88.9,96.3,90.9,83.8,87.0,na,75.0,100.0,8,1,0,7,0,0,0,0,2.8,0.9,0.0,4.9,0.0,na,0.0,0.0
QN0702,1177,468,4,263,426,9,2,5,838,378,2,134,311,8,1,4,71.2,80.8,50.0,51.0,73.0,88.9,50.0,80.0,1036,418,4,241,362,7,1,3,687,357,1,98,224,6,1,0,66.3,85.4,25.0,40.7,61.9,85.7,100.0,0.0,148,59,5,31,49,0,2,2,141,56,5,29,47,0,2,2,95.3,94.9,100.0,93.5,95.9,na,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,na,0.0,0.0
QN0703,810,357,16,165,249,20,3,0,582,276,12,102,177,12,3,0,71.9,77.3,75.0,61.8,71.1,60.0,100.0,na,689,313,15,143,197,18,3,0,465,265,7,70,112,10,1,0,67.5,84.7,46.7,49.0,56.9,55.6,33.3,na,121,55,5,18,42,0,0,1,114,53,4,17,39,0,0,1,94.2,96.4,80.0,94.4,92.9,na,na,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,na,na,0.0
QN0704,2442,1519,30,627,233,22,9,2,1619,1136,18,274,165,17,7,2,66.3,74.8,60.0,43.7,70.8,77.3,77.8,100.0,2203,1368,25,601,181,18,9,1,1334,1043,8,168,95,14,5,1,60.6,76.2,32.0,28.0,52.5,77.8,55.6,100.0,419,272,4,97,37,4,4,1,391,259,1,87,35,4,4,1,93.3,95.2,25.0,89.7,94.6,100.0,100.0,100.0,3,1,1,1,0,0,0,0,0.7,0.4,25.0,1.0,0.0,0.0,0.0,0.0
QN0705,1555,1040,23,419,49,17,6,1,961,739,13,162,31,12,3,1,61.8,71.1,56.5,38.7,63.3,70.6,50.0,100.0,1434,940,19,410,44,15,6,0,874,724,9,104,22,9,6,0,60.9,77.0,47.4,25.4,50.0,60.0,100.0,na,323,223,3,81,13,2,0,1,298,211,2,71,11,2,0,1,92.3,94.6,66.7,87.7,84.6,100.0,na,100.0,2,0,0,2,0,0,0,0,0.6,0.0,0.0,2.5,0.0,0.0,na,0.0
QN0706,1305,973,21,263,28,12,7,1,825,672,10,112,18,9,4,0,63.2,69.1,47.6,42.6,64.3,75.0,57.1,0.0,1234,913,20,253,29,11,7,1,810,695,5,83,16,9,2,0,65.6,76.1,25.0,32.8,55.2,81.8,28.6,0.0,201,148,3,40,9,0,0,1,180,134,2,36,7,0,0,1,89.6,90.5,66.7,90.0,77.8,na,na,100.0,2,2,0,0,0,0,0,0,1.0,1.4,0.0,0.0,0.0,na,na,0.0
QN0707,2550,1972,85,403,53,29,7,1,1576,1340,25,157,30,19,4,1,61.8,68.0,29.4,39.0,56.6,65.5,57.1,100.0,2341,1804,70,381,52,26,7,1,1476,1318,12,98,28,17,3,0,63.0,73.1,17.1,25.7,53.8,65.4,42.9,0.0,431,312,17,77,13,2,3,7,387,287,16,63,10,1,3,7,89.8,92.0,94.1,81.8,76.9,50.0,100.0,100.0,3,2,1,0,0,0,0,0,0.7,0.6,5.9,0.0,0.0,0.0,0.0,0.0
QN0801,896,377,58,237,205,11,7,1,530,273,24,117,104,9,2,1,59.2,72.4,41.4,49.4,50.7,81.8,28.6,100.0,760,328,46,206,163,9,8,0,400,230,10,75,78,5,2,0,52.6,70.1,21.7,36.4,47.9,55.6,25.0,na,166,74,11,35,45,1,0,0,156,71,11,29,44,1,0,0,94.0,95.9,100.0,82.9,97.8,100.0,na,na,2,1,0,1,0,0,0,0,1.2,1.4,0.0,2.9,0.0,0.0,na,na
QN0802,1384,509,263,408,156,32,14,2,798,387,90,195,94,22,8,2,57.7,76.0,34.2,47.8,60.3,68.8,57.1,100.0,1260,456,234,376,147,31,14,2,582,334,44,104,72,18,9,1,46.2,73.2,18.8,27.7,49.0,58.1,64.3,50.0,310,106,65,79,53,4,2,1,275,99,54,67,48,4,2,1,88.7,93.4,83.1,84.8,90.6,100.0,100.0,100.0,7,2,3,1,1,0,0,0,2.3,1.9,4.6,1.3,1.9,0.0,0.0,0.0
QN0803,1381,895,75,179,196,20,13,3,1021,719,47,110,117,18,7,3,73.9,80.3,62.7,61.5,59.7,90.0,53.8,100.0,1234,809,62,165,168,17,10,3,837,638,23,81,76,14,3,2,67.8,78.9,37.1,49.1,45.2,82.4,30.0,66.7,254,153,9,40,47,5,0,0,239,145,8,35,46,5,0,0,94.1,94.8,88.9,87.5,97.9,100.0,na,na,2,1,0,1,0,0,0,0,0.8,0.7,0.0,2.5,0.0,0.0,na,na
QN0804,924,405,137,150,189,17,25,1,562,305,67,69,98,10,13,0,60.8,75.3,48.9,46.0,51.9,58.8,52.0,0.0,793,353,111,128,161,15,24,1,417,235,40,45,78,8,11,0,52.6,66.6,36.0,35.2,48.4,53.3,45.8,0.0,153,70,31,27,18,4,2,1,133,66,22,23,15,4,2,1,86.9,94.3,71.0,85.2,83.3,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN0805,1500,772,88,472,107,16,42,3,846,523,41,189,56,8,26,3,56.4,67.7,46.6,40.0,52.3,50.0,61.9,100.0,1238,654,73,384,80,13,33,1,573,381,18,99,45,8,21,1,46.3,58.3,24.7,25.8,56.3,61.5,63.6,100.0,323,174,22,95,23,1,4,4,290,163,19,81,18,1,4,4,89.8,93.7,86.4,85.3,78.3,100.0,100.0,100.0,8,4,2,2,0,0,0,0,2.5,2.3,9.1,2.1,0.0,0.0,0.0,0.0
QN0901,751,167,64,300,173,34,13,0,470,124,38,153,118,28,9,0,62.6,74.3,59.4,51.0,68.2,82.4,69.2,na,655,152,54,260,146,30,12,1,375,103,26,115,98,25,7,1,57.3,67.8,48.1,44.2,67.1,83.3,58.3,100.0,111,32,4,46,24,2,2,1,106,30,3,44,24,2,2,1,95.5,93.8,75.0,95.7,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN0902,1786,500,95,1014,99,10,67,1,872,302,39,441,51,7,31,1,48.8,60.4,41.1,43.5,51.5,70.0,46.3,100.0,1521,401,78,882,92,8,59,1,575,214,18,278,42,4,18,1,37.8,53.4,23.1,31.5,45.7,50.0,30.5,100.0,395,140,35,186,20,0,9,5,367,132,32,169,20,0,9,5,92.9,94.3,91.4,90.9,100.0,na,100.0,100.0,4,1,0,3,0,0,0,0,1.0,0.7,0.0,1.6,0.0,na,0.0,0.0
QN0903,1278,713,63,323,29,13,137,0,680,414,27,145,16,7,71,0,53.2,58.1,42.9,44.9,55.2,53.8,51.8,na,1111,608,53,290,26,12,122,0,483,304,16,89,15,8,51,0,43.5,50.0,30.2,30.7,57.7,66.7,41.8,na,259,147,24,57,12,1,16,2,244,140,21,54,10,1,16,2,94.2,95.2,87.5,94.7,83.3,100.0,100.0,100.0,5,3,2,0,0,0,0,0,1.9,2.0,8.3,0.0,0.0,0.0,0.0,0.0
QN0904,1563,662,78,688,50,14,69,2,765,394,38,274,23,8,26,2,48.9,59.5,48.7,39.8,46.0,57.1,37.7,100.0,1459,613,72,648,47,11,66,2,538,306,26,165,14,4,21,2,36.9,49.9,36.1,25.5,29.8,36.4,31.8,100.0,293,116,18,123,16,2,8,10,271,107,16,113,15,2,8,10,92.5,92.2,88.9,91.9,93.8,100.0,100.0,100.0,5,1,1,3,0,0,0,0,1.7,0.9,5.6,2.4,0.0,0.0,0.0,0.0
QN0905,2141,405,63,1467,152,19,35,0,997,262,13,595,101,10,16,0,46.6,64.7,20.6,40.6,66.4,52.6,45.7,na,2005,364,60,1391,140,19,31,0,739,235,10,382,92,8,12,0,36.9,64.6,16.7,27.5,65.7,42.1,38.7,na,441,73,30,293,27,1,8,9,398,69,29,261,23,1,7,8,90.2,94.5,96.7,89.1,85.2,100.0,87.5,88.9,10,1,0,8,1,0,0,0,2.3,1.4,0.0,2.7,3.7,0.0,0.0,0.0
QN1001,3846,1613,402,1079,140,49,558,5,2153,1016,191,534,74,32,303,3,56.0,63.0,47.5,49.5,52.9,65.3,54.3,60.0,3447,1374,376,993,126,46,528,4,1404,651,102,339,53,25,232,2,40.7,47.4,27.1,34.1,42.1,54.3,43.9,50.0,829,388,125,161,19,3,109,24,774,366,115,152,17,2,99,23,93.4,94.3,92.0,94.4,89.5,66.7,90.8,95.8,16,7,3,3,0,0,2,1,1.9,1.8,2.4,1.9,0.0,0.0,1.8,4.2
QN1002,1292,494,49,585,103,14,46,1,702,329,21,266,53,7,25,1,54.3,66.6,42.9,45.5,51.5,50.0,54.3,100.0,1246,480,49,565,93,13,45,1,539,284,12,181,38,7,16,1,43.3,59.2,24.5,32.0,40.9,53.8,35.6,100.0,254,91,18,105,28,1,7,4,232,82,18,93,28,1,6,4,91.3,90.1,100.0,88.6,100.0,100.0,85.7,100.0,3,0,0,3,0,0,0,0,1.2,0.0,0.0,2.9,0.0,0.0,0.0,0.0
QN1003,1129,96,41,470,499,14,7,2,662,68,20,267,295,6,5,1,58.6,70.8,48.8,56.8,59.1,42.9,71.4,50.0,1029,83,37,433,453,15,6,2,443,60,8,144,220,5,5,1,43.1,72.3,21.6,33.3,48.6,33.3,83.3,50.0,169,16,8,61,79,2,0,3,160,16,7,58,74,2,0,3,94.7,100.0,87.5,95.1,93.7,100.0,na,100.0,2,0,1,1,0,0,0,0,1.2,0.0,12.5,1.6,0.0,0.0,na,0.0
QN1101,1793,1237,19,289,213,26,6,3,1275,932,8,163,143,23,3,3,71.1,75.3,42.1,56.4,67.1,88.5,50.0,100.0,1509,1048,16,247,168,23,7,0,1069,859,4,89,97,18,2,0,70.8,82.0,25.0,36.0,57.7,78.3,28.6,na,382,260,3,68,48,0,2,1,361,248,3,61,46,0,2,1,94.5,95.4,100.0,89.7,95.8,na,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,na,0.0,0.0
QN1102,1698,1193,33,221,214,28,7,2,1363,1020,20,129,162,24,6,2,80.3,85.5,60.6,58.4,75.7,85.7,85.7,100.0,1445,1019,26,191,177,21,9,2,1176,911,12,102,129,15,5,2,81.4,89.4,46.2,53.4,72.9,71.4,55.6,100.0,315,213,13,39,43,3,0,4,302,209,12,34,40,3,0,4,95.9,98.1,92.3,87.2,93.0,100.0,na,100.0,2,1,0,0,1,0,0,0,0.6,0.5,0.0,0.0,2.3,0.0,na,0.0
QN1103,1186,737,20,148,233,41,3,4,945,629,10,100,164,36,3,3,79.7,85.3,50.0,67.6,70.4,87.8,100.0,75.0,1012,637,21,125,188,36,3,2,782,558,10,71,107,33,2,1,77.3,87.6,47.6,56.8,56.9,91.7,66.7,50.0,194,114,11,23,46,0,0,0,182,112,9,19,42,0,0,0,93.8,98.2,81.8,82.6,91.3,na,na,na,4,1,0,1,2,0,0,0,2.1,0.9,0.0,4.3,4.3,na,na,na
QN1104,1279,802,57,165,218,24,11,2,988,660,27,110,165,19,6,1,77.2,82.3,47.4,66.7,75.7,79.2,54.5,50.0,1151,720,52,147,197,22,11,2,882,619,23,81,134,17,6,2,76.6,86.0,44.2,55.1,68.0,77.3,54.5,100.0,210,135,13,25,33,3,1,0,199,130,13,21,32,2,1,0,94.8,96.3,100.0,84.0,97.0,66.7,100.0,na,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na
QN1201,3189,1113,360,1503,54,16,140,3,1519,768,143,495,27,7,76,3,47.6,69.0,39.7,32.9,50.0,43.8,54.3,100.0,2683,905,304,1301,46,14,113,0,915,526,59,265,20,4,41,0,34.1,58.1,19.4,20.4,43.5,28.6,36.3,na,702,281,80,292,14,2,28,5,623,263,72,246,12,2,23,5,88.7,93.6,90.0,84.2,85.7,100.0,82.1,100.0,13,4,1,7,0,0,1,0,1.9,1.4,1.3,2.4,0.0,0.0,3.6,0.0
QN1202,2145,380,1006,548,47,20,143,1,883,228,388,172,16,6,72,1,41.2,60.0,38.6,31.4,34.0,30.0,50.3,100.0,1904,343,868,498,40,18,136,1,513,171,173,94,14,4,56,1,26.9,49.9,19.9,18.9,35.0,22.2,41.2,100.0,534,112,276,109,10,2,20,5,475,105,242,95,9,2,17,5,89.0,93.8,87.7,87.2,90.0,100.0,85.0,100.0,13,0,7,5,0,0,1,0,2.4,0.0,2.5,4.6,0.0,0.0,5.0,0.0
QN1203,1767,227,1007,330,41,20,140,2,674,115,351,126,16,7,59,0,38.1,50.7,34.9,38.2,39.0,35.0,42.1,0.0,1606,207,914,302,39,17,125,2,426,89,216,71,12,4,34,0,26.5,43.0,23.6,23.5,30.8,23.5,27.2,0.0,420,74,251,64,8,4,13,6,385,69,233,56,6,4,11,6,91.7,93.2,92.8,87.5,75.0,100.0,84.6,100.0,3,1,1,1,0,0,0,0,0.7,1.4,0.4,1.6,0.0,0.0,0.0,0.0
QN1204,1115,44,899,127,11,6,27,1,423,25,327,54,3,2,12,0,37.9,56.8,36.4,42.5,27.3,33.3,44.4,0.0,993,39,796,115,11,6,26,0,219,12,167,26,2,2,10,0,22.1,30.8,21.0,22.6,18.2,33.3,38.5,na,284,14,226,26,1,3,5,9,246,14,194,21,0,3,5,9,86.6,100.0,85.8,80.8,0.0,100.0,100.0,100.0,4,0,2,2,0,0,0,0,1.4,0.0,0.9,7.7,0.0,0.0,0.0,0.0
QN1205,1881,87,1469,250,17,11,45,2,776,53,607,85,5,6,19,1,41.3,60.9,41.3,34.0,29.4,54.5,42.2,50.0,1667,67,1308,227,14,10,41,0,404,30,312,44,3,2,13,0,24.2,44.8,23.9,19.4,21.4,20.0,31.7,na,454,18,363,47,11,2,7,6,418,16,339,40,8,2,7,6,92.1,88.9,93.4,85.1,72.7,100.0,100.0,100.0,4,0,3,1,0,0,0,0,0.9,0.0,0.8,2.1,0.0,0.0,0.0,0.0
QN1206,1043,294,434,214,25,12,63,1,464,183,153,80,9,5,33,1,44.5,62.2,35.3,37.4,36.0,41.7,52.4,100.0,915,248,380,198,20,12,56,1,314,138,92,44,6,5,29,0,34.3,55.6,24.2,22.2,30.0,41.7,51.8,0.0,258,88,115,30,8,5,8,4,232,83,100,27,5,5,8,4,89.9,94.3,87.0,90.0,62.5,100.0,100.0,100.0,5,2,1,1,1,0,0,0,1.9,2.3,0.9,3.3,12.5,0.0,0.0,0.0
QN1301,809,529,48,125,78,15,12,2,581,418,25,66,56,6,9,1,71.8,79.0,52.1,52.8,71.8,40.0,75.0,50.0,690,450,42,107,64,15,10,2,425,326,14,42,29,5,7,2,61.6,72.4,33.3,39.3,45.3,33.3,70.0,100.0,150,89,11,23,21,1,3,2,141,84,11,20,20,1,3,2,94.0,94.4,100.0,87.0,95.2,100.0,100.0,100.0,2,2,0,0,0,0,0,0,1.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0
QN1302,1167,724,89,219,91,23,21,0,763,512,47,116,58,17,13,0,65.4,70.7,52.8,53.0,63.7,73.9,61.9,na,1030,632,75,199,78,23,23,0,551,394,24,68,39,14,12,0,53.5,62.3,32.0,34.2,50.0,60.9,52.2,na,240,149,28,37,19,1,5,1,228,145,23,35,18,1,5,1,95.0,97.3,82.1,94.6,94.7,100.0,100.0,100.0,3,2,1,0,0,0,0,0,1.3,1.3,3.6,0.0,0.0,0.0,0.0,0.0
QN1303,2245,728,810,466,53,38,150,0,1149,448,364,205,30,20,82,0,51.2,61.5,44.9,44.0,56.6,52.6,54.7,na,1884,601,672,411,45,35,120,0,670,293,179,114,20,16,48,0,35.6,48.8,26.6,27.7,44.4,45.7,40.0,na,528,177,187,105,22,2,21,14,483,165,163,98,21,2,20,14,91.5,93.2,87.2,93.3,95.5,100.0,95.2,100.0,6,3,3,0,0,0,0,0,1.1,1.7,1.6,0.0,0.0,0.0,0.0,0.0
QN1304,582,21,467,48,4,2,40,0,274,14,217,20,0,2,21,0,47.1,66.7,46.5,41.7,0.0,100.0,52.5,na,521,19,410,49,3,2,38,0,150,11,106,12,1,2,18,0,28.8,57.9,25.9,24.5,33.3,100.0,47.4,na,161,3,137,10,3,2,1,5,149,3,128,9,1,2,1,5,92.5,100.0,93.4,90.0,33.3,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN1305,881,15,763,69,7,5,20,2,434,8,377,32,2,3,10,2,49.3,53.3,49.4,46.4,28.6,60.0,50.0,100.0,807,14,698,63,6,5,20,1,241,5,205,20,1,2,8,0,29.9,35.7,29.4,31.7,16.7,40.0,40.0,0.0,217,5,179,14,4,0,10,5,196,3,165,11,3,0,9,5,90.3,60.0,92.2,78.6,75.0,na,90.0,100.0,1,0,1,0,0,0,0,0,0.5,0.0,0.6,0.0,0.0,na,0.0,0.0
QN1306,780,31,604,107,13,7,18,0,319,14,254,36,4,5,6,0,40.9,45.2,42.1,33.6,30.8,71.4,33.3,na,709,27,544,101,13,7,17,0,172,14,130,16,5,3,4,0,24.3,51.9,23.9,15.8,38.5,42.9,23.5,na,205,5,163,20,2,2,6,7,192,5,156,16,2,2,5,6,93.7,100.0,95.7,80.0,100.0,100.0,83.3,85.7,1,0,0,0,0,0,1,0,0.5,0.0,0.0,0.0,0.0,0.0,16.7,0.0
QN1307,908,25,744,89,20,10,19,1,377,15,310,32,7,5,7,1,41.5,60.0,41.7,36.0,35.0,50.0,36.8,100.0,797,22,647,83,19,10,16,0,195,8,152,20,7,3,5,0,24.5,36.4,23.5,24.1,36.8,30.0,31.3,na,212,10,172,17,5,1,2,5,195,10,160,14,4,1,2,4,92.0,100.0,93.0,82.4,80.0,100.0,100.0,80.0,2,0,2,0,0,0,0,0,0.9,0.0,1.2,0.0,0.0,0.0,0.0,0.0
QN1401,2530,50,1183,1201,50,12,32,2,855,27,395,396,18,5,13,1,33.8,54.0,33.4,33.0,36.0,41.7,40.6,50.0,2206,42,1008,1071,45,9,29,2,435,21,176,223,8,1,4,2,19.7,50.0,17.5,20.8,17.8,11.1,13.8,100.0,515,14,275,208,8,2,5,3,434,14,229,173,8,2,5,3,84.3,100.0,83.3,83.2,100.0,100.0,100.0,100.0,20,0,7,13,0,0,0,0,3.9,0.0,2.5,6.3,0.0,0.0,0.0,0.0
QN1402,1885,69,1082,560,103,36,28,7,633,48,318,181,57,17,5,7,33.6,69.6,29.4,32.3,55.3,47.2,17.9,100.0,1665,63,949,497,96,30,24,6,320,37,122,102,45,8,2,4,19.2,58.7,12.9,20.5,46.9,26.7,8.3,66.7,404,20,221,117,38,4,3,1,345,17,183,103,35,3,3,1,85.4,85.0,82.8,88.0,92.1,75.0,100.0,100.0,11,1,5,4,1,0,0,0,2.7,5.0,2.3,3.4,2.6,0.0,0.0,0.0
QN1403,675,11,29,140,482,8,3,2,418,7,12,58,331,7,1,2,61.9,63.6,41.4,41.4,68.7,87.5,33.3,100.0,573,10,27,117,409,7,3,0,280,6,9,35,224,4,2,0,48.9,60.0,33.3,29.9,54.8,57.1,66.7,na,94,1,7,20,65,0,0,1,82,1,1,16,63,0,0,1,87.2,100.0,14.3,80.0,96.9,na,na,100.0,1,0,0,1,0,0,0,0,1.1,0.0,0.0,5.0,0.0,na,na,0.0
QN8191,11,1,0,10,0,0,0,0,5,0,0,5,0,0,0,0,45.5,0.0,na,50.0,na,na,na,na,11,1,0,10,0,0,0,0,2,1,0,1,0,0,0,0,18.2,100.0,na,10.0,na,na,na,na,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,100.0,na,na,100.0,na,na,na,na,0,0,0,0,0,0,0,0,0.0,na,na,0.0,na,na,na,na
